Department,Functional Area,2024 Description,2025 Description,Application/Platform,Vendor,Entity,Cost Type,GL Code,CapEx / OpEx,Multi-Year Licence?,Renewal Date,Pre-Paid,Classification,2024 Current Forecast,2024 Original Forecast,2024 Agreed Budget,2024 Variance,2023-2024 Difference,Dec 2025 Actuals,Dec 2025 PO Details,2025 Current Forecast,2025 Original Forecast,2025 Agreed Budget,2025 Variance,2024-2025 Difference
BPS R&D,IS R&D – Global Clinical Development Operations (65170),"Spotfire Connector for Medidata RAVE. Instance. Subscription, includes Standard Support.",,Spotfire,Revvity,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,New,$0,$0,$0,$0,$0,,,"$33,000","$33,000","$33,000",$0,"$33,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),Laptops for refreshes,,,"CDW Direct, LLC",2101 - US,INFRA --- Infrastructure over $5k per unit and >=$100k per purchase (Capex),150300,Cap Ex,,,,Extend,$0,$0,0,0,$0,,,"$975,000","$975,000","$975,000",$0,"$975,000"
BPS R&D,IS R&D – Research & NonClinical Development (65170),CSD-Materials - Initial & License Fees,,CSD Materials,CCD-The Cambridge Crystallographic Data Centre,3101 - OXF,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,07/15/25,,New,"$60,710",$0,"$60,710","60,710","$60,710",,,"$38,143","$38,143","$38,143",$0,"-$22,567"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Informatica IPU's (Master),Informatica IPU's (Master),Informatica,Informatica,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,03/30/27,True,New,"$53,961","$89,935","$53,961","-$35,974","$53,961",,,"$534,524",534524,534524,$0,"$480,563"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Informatica MDM All domain (Master),Informatica MDM All domain (Master),Informatica,Informatica,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,03/30/27,True,New,"$289,132",$0,"$289,132","$289,132","$289,132",,,"$491,000","$491,000","$491,000",$0,"$201,868"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Informatica Geo Coding licenses,Informatica Geo Coding licenses,Informatica,Informatica,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,03/30/27,,New,"$8,807",$0,"$8,807","$8,807","$8,807",,,"$11,700","$11,700","$11,700",$0,"$2,893"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Manufacturing - Hardware support for legacy hardware that is no longer supported by the OEM vendor.  Provided through Park Place for ESX hardware in KSP,Manufacturing - LEGACY Hardware support for legacy hardware that is no longer supported by the OEM vendor.  Provided through Park Place for ESX hardware in KSP,Park Place,Softcat,3115 - GWR,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,07/01/25,,Extend,$0,"$5,000","$5,000","-$5,000",$0,,,"$5,000","$5,000","$5,000",$0,$0
IS Infosec,IS Infosec & EA - SGRC (65190),,GRC Tool Phase 2 - Compliance Automation - GRC tool and Security tools integrations and Dashboards builds,Metricstream,Metricstream,2101 - US,APPS --- Project Implementation Services (>$5k) for Software Assets (Capex),150200,Cap Ex,,,,New,$0,$0,,0,$0,,,"$100,000","$100,000","$100,000",$0,"$100,000"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Manufacturing - Cabling support,Manufacturing - Cabling support,KSP Site,SGN,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Extend,$600,"$20,600","$20,600","-$20,000",$600,,,"$20,000","$20,000","$20,000",$0,-$600
BPS Commercial,IS Commercial (65160),Bitly QR Code generation and URL shortener for campaigns,Bitly QR Code generation and URL shortener for campaigns,Bitly,Bitly,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,1 Year,,,Extend,"$6,549",$0,"$6,549","6,549","$6,549",,,"$6,549","$6,549","$6,549",$0,$0
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Power BI COE,Power BI COE,Power BI COE,phData,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,New,$0,$0,,$0,$0,,,"$420,000","$420,000","$420,000",$0,"$420,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),Laptop Refresh Europe,Laptop Refresh Europe,Hardware,HiberniaEvros Technology Group,1200 - IRE,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,Extend,$0,$0,,$0,$0,,,"$180,000","$180,000","$180,000",$0,"$180,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),Laptop Refresh UK,Laptop Refresh UK,Hardware,Softcat,3115 - GWR,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,Extend,$0,$0,,$0,$0,,,"$345,000","$345,000","$345,000",$0,"$345,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),"MSP - Service Delivery Managers across all IS CTS towers: Infra, End User Services, CPP","MSP - Service Delivery Managers across all IS CTS towers: Infra, End User Services, CPP",,Cognizant Worldwide Limited,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,5 Year,,,Extend,$0,$0,,$0,$0,,,"$570,072","$570,072","$570,072",$0,"$570,072"
BPS R&D,IS R&D – Research & NonClinical Development (65170),"ELN Additional licenses (post launch - potentially 10 licenses for 2024,50 in 2025)",,ELN,Dassault Systemes BioVia Corp,3115 - GWR,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,09/01/25,True,New,"$22,237","$22,237","$22,237",0,"$22,237",,,"$612,862","$612,862","$612,862",$0,"$590,625"
IS InfoSec,IS InfoSec & EA - IIEA - Portfolio Management (65190),,Information Security Maturity Assessment - PWC Maturity Assessment,,PriceWaterhouseCoopers Advisory Services LLC,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$250,000","$250,000","$250,000",$0,"$250,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),AV Support for Board of Director Meetings (Dublin),,Support,Yorktel,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,New,$0,$0,,$0,$0,,,"$24,000","$24,000","$24,000",$0,"$24,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Onelan Digital Signage,Onelan Digital Signage,Onelan,Yorktel,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/01/25,,New,"$25,000","$25,000","$25,000",0,"$25,000",,,"$25,000","$25,000","$25,000",$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Licence/subscription for Creston XiO Cloud Management Console,,,Yorktel,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,01/20/25,,New,$0,$0,,$0,$0,,,"$2,000","$2,000","$2,000",$0,"$2,000"
BPS Commercial,IS Commercial - US Business (65160),Release Lead for Enhancements,,,TBD,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,New,$0,$0,,0,$0,,,"$168,000","$168,000","$168,000",$0,"$168,000"
BPS R&D,IS R&D – Data Sciences (65170),,SAS licenses for Gaia,SAS,SAS,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,07/31/25,True,New,$0,$0,,0,$0,,,"$153,125","$153,125","$153,125",$0,"$153,125"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),General Gaia License - GROWTH,General Gaia License - GROWTH,TBD,TBD,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,New,$0,$0,,$0,$0,,,"$150,000","$150,000","$150,000",$0,"$150,000"
BPS R&D,IS R&D – Research & NonClinical Development (65170),,GCPP Simulation software: Simcyp Simulator,Simcyp Simulator,Certara USA Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,11/30/24,True,New,"$49,168","$49,168","$49,168",0,"$49,168",,,"$295,008","$295,008","$295,008",$0,"$245,840"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Multivariate Data Analysis Software,,SIMCA,Sartorius,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,New,$0,"$17,645",0,"-17,645",$0,,,"$18,527","$18,527","$18,527",$0,"$18,527"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Origin is the data analysis and graphing software,,OriginPro,OriginLab,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,New,$0,$0,,0,$0,,,"$5,400","$5,400","$5,400",$0,"$5,400"
BPS R&D,IS R&D – Research & NonClinical Development (65170),,"Pharmacometrics simulation software Monolix and Simulx, 5 licenses",Monolix + Simulx,Lixoft,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,11/30/25,True,New,$0,$0,,0,$0,,,"$16,666","$16,666","$16,666",$0,"$16,666"
BPS R&D,IS R&D – Research & NonClinical Development (65170),,"Finch software, accompaniment interface to NONMEM. 6 licenses",Finch,Enhanced Pharmacodynamics,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,09/23/25,True,New,$0,$0,,0,$0,,,"$15,000","$15,000","$15,000",$0,"$15,000"
BPS Corporate,IS Corporate - Finance (65180),MSP provider for the Oracle EPM solution,MSP provider for Oracle EPM solution,Oracle,Oracle America Inc,1200 - IRE,Consulting (Opex),690100,Op Ex,,,,New,$0,$0,,0,$0,,,"$504,000","$504,000","$504,000",$0,"$504,000"
ERP,ERP Project Harmony (66100),,MSP provider for PAPM system,SAP,"NTT America Solutions, Inc.",1200 - IRE,Consulting (Opex),690100,Op Ex,,,,New,$0,$0,,0,$0,,,"$200,004","$200,004","$200,004",$0,"$200,004"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Regulatory Meeting Support,Regulatory Meeting Support,,Yorktel,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,New,$0,$0,,$0,$0,,,"$153,600","$153,600","$153,600",$0,"$153,600"
IS Infrastructure,IS Global Infrastructure - Cloud (65150),,Gaia DSE 2025 support,"SAS, POSIT",SAS,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,New,$0,$0,,0,$0,,,"$270,000","$270,000","$270,000",$0,"$270,000"
IS ED&EUS,IS ED&EUS - Digital Workplace (65140),,Moveworks Subscription Licenses,,Moveworks,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,07/01/25,True,New,$0,$0,,0,$0,,,"$445,000","$445,000","$445,000",$0,"$445,000"
IS ED&EUS,IS ED&EUS - Service Management (65140),IS Portal - New Rocket Portal license and Service now portal,IS Portal - New Rocket Portal license and Service now portal,SaaS,New Rocket,3120 - GWP,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,09/30/26,,New,$0,$0,,0,$0,,,$0,$0,$0,$0,$0
IS InfoSec,IS InfoSec & EA - IAM (65190),,Sailpoint - Expert Services Hours for IdentityNow Engineering Review and Support,Sailpoint,Evotek,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,No,,,New,$0,$0,,0,$0,,,"$12,000","$12,000","$12,000",$0,"$12,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),,Orchestry - Teams and SPO management system,Orchestry,Cloudway AS Services,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,1 Year,12/01/25,True,New,$0,$0,,0,$0,,,"$118,800","$118,800","$118,800",$0,"$118,800"
IS Infosec,IS Infosec & EA - SGRC (65190),,Data Security Governance Phase 7,Data Security Governance Consultancy Support,RBW Consulting Ltd,3115 - GWR,INFRA --- Project Implementation Services (Capex),150300,Cap Ex,,,,2025 Project,$0,$0,,0,$0,,,"$216,000","$216,000","$216,000",$0,"$216,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,Enhance CrowdStrike response automation capability to ensure timely security containment,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$20,000","$20,000","$20,000",$0,"$20,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,SaaS Security Configurational Monitoring Tool,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$200,000","$200,000","$200,000",$0,"$200,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,Mandiant annual Pen-testing (red team) and TTE,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$250,000","$250,000","$250,000",$0,"$250,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,Web Application Assessment and Vulnerability scanning (Qualys),,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$30,000","$30,000","$30,000",$0,"$30,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,Splunk lifecycle upgrade project,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$20,000","$20,000","$20,000",$0,"$20,000"
IS InfoSec,IS InfoSec & EA - EA (65190),,On-Board LeanIX for 2 Areas with IS (R &D and TechOps),,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$50,000","$50,000","$50,000",$0,"$50,000"
IS InfoSec,IS InfoSec & EA - IAM (65190),,PAM - Leverage RAS and Server PAM features for improved server remote access,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$40,000","$40,000","$40,000",$0,"$40,000"
IS InfoSec,IS Infosec & EA - SGRC (65190),,Data Security Governance Phase 7,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$500,000","$500,000","$500,000",$0,"$500,000"
IS InfoSec,IS Infosec & EA - SGRC (65190),,Compliance - Maintenance of ISO27001 certification - Re-certification audit,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$80,000","$80,000","$80,000",$0,"$80,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,On-Board Key Management System (Phase 2: Implementation),,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$100,000","$100,000","$100,000",$0,"$100,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,Vormetric - Encrypt SAP HANA,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$200,000","$200,000","$200,000",$0,"$200,000"
IS InfoSec,IS Infosec & EA - SGRC (65190),,InfoSec TPRM - Continous Vendor Monitoring Capability Implementation,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$250,000","$250,000","$250,000",$0,"$250,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),,AWS Security Hub Exploration and Engineering,,,2101 - US,Consulting (Opex),690100,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$50,000","$50,000","$50,000",$0,"$50,000"
IS InfoSec,IS Infosec & EA - SGRC (65190),,GRC Tool Phase 2 - Compliance Automation - GRC tool and Security tools integrations and Dashboards builds,,,2101 - US,APPS --- Software Licenses under $5k/license and >= $100k/purchase (Capex),150200,Cap Ex,,,,2025 Project,$0,$0,,0,$0,,,"$100,000","$100,000","$100,000",$0,"$100,000"
IS Infrastructure,IS Global Infrastructure – Network (65150),,"Network Infrastructure refresh 2025. (Athlone access switches, KSP core switches, KSP cabling, Florence, Mississauga, Lyons)",,,2101 - US,INFRA --- Infrastructure over $5k per unit or IT Supplies for Office Move (Capex),150300,Cap Ex,,,,2025 Project,$0,$0,,0,$0,,,"$600,000","$600,000","$600,000",$0,"$600,000"
BPS R&D,IS R&D – Global Clinical Development Operations (65170),Spotfire Clinical Licenses for ZW Studies.,Spotfire,Spotfire,Revvity,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,New,$0,$0,,0,$0,,,"$30,000","$30,000","$30,000",$0,"$30,000"
IS InfoSec,IS InfoSec & EA - Eng & Ops (65190),G-suite for Infosec Major Incident communication channel,,,,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,True,New,$600,$800,800,-200,$600,,,"$2,600","$2,600","$2,600",$0,"$1,800"
IS Infrastructure,IS Global Infrastructure – Network (65150),Application Monitoring Solution,Solution to provide the ability for Applications to be proactively monitored to prevent degradations and outages,TBD,TBD,2101 - US,INFRA --- Infrastructure over $5k per unit and >=$100k per purchase (Capex),150300,Cap Ex,,,,2025 Project,$0,$0,,0,$0,,,"$150,000","$150,000","$150,000",$0,"$150,000"
IS Infrastructure,IS Global Infrastructure – Network (65150),Application Monitoring Solution,Solution to provide the ability for Applications to be proactively monitored to prevent degradations and outages,TBD,TBD,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,2025 Project,$0,$0,,0,$0,,,"$250,000","$250,000","$250,000",$0,"$250,000"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Qualys Guard (Web application license expansion),,Qualys Inc,Qualys Inc,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,06/21/27,True,New,"$50,000","$50,000",50000,0,"$50,000",,,$0,$0,$0,$0,"-$50,000"
IS Infosec,IS InfoSec & EA - IIEA - Portfolio Management (65190),,PRJ01134 - London New Office,Project Management,Davies,3115 - GWR,INFRA --- Project Implementation Services (Capex),150300,Cap Ex,,,,2025 Project,$0,$0,,0,$0,,,"$126,000","$126,000","$126,000",$0,"$126,000"
IS Infosec,IS InfoSec & EA - IIEA - Portfolio Management (65190),,PRJ02006 - GRC Tool Phase 2 - Compliance Automation - GRC tool and Security tools integrations and Dashboards builds,Project Management,Davies,3115 - GWR,INFRA --- Project Implementation Services (Capex),150300,Cap Ex,,,,2025 Project,$0,$0,,0,$0,,,"$63,000","$63,000","$63,000",$0,"$63,000"
IS Infosec,IS InfoSec & EA - IIEA - Portfolio Management (65190),,PRJ02008 - InfoSec TPRM - Continous Vendor Monitoring Capability Implementation,Project Management,Davies,3115 - GWR,INFRA --- Project Implementation Services (Capex),150300,Cap Ex,,,,2025 Project,$0,$0,,0,$0,,,"$63,000","$63,000","$63,000",$0,"$63,000"
BPS R&D,IS R&D – Research & NonClinical Development (65170),,"Libra Software for Tox, 2 licenses",Libra - Drug Induced Liver Injury Libra & QSAR,Certara USA Inc,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,11/01/25,True,New,$0,$0,,0,$0,,,"$21,500","$21,500","$21,500",$0,"$21,500"
